id,abb,info,geb,tod,sex,gebOrt,todOrt
17713,NULL,Lang von Wellenburg; Eva (1555–1594),1555,1594,w,Wien,Horn im Waldviertel
17714,NULL,Everstein; Georg (1481–1553),1481,1553,m,Naugard in Pommern,Massow in Pommern
17715,NULL,Everstein; Wolfgang (1538–1592); Mundschenk,1538,1592,m,Naugard in Pommern,Stettin
17716,NULL,Schellendorf; Christoph (1530–1583),1530,1583,m,,Königsbrück in der Lausitz
17717,NULL,Schellendorf; Karl Mang (1562–1621); Truchsess,1562,1621,m,Königsbrück in der Lausitz,
17718,NULL,Schellendorf; Christoph (1590–    ),1590,,m,Königsbrück in der Lausitz,
17719,NULL,Slavata; Albrecht (1553–1600),1553,1600,m,,
17720,NULL,Linsmayr von Greiffenberg; Johann Baptist (1545–1609); Hofkammerrat,1545,1609,m,Wien,Seisenegg im Mostviertel
17721,NULL,Linsmayr von Greiffenberg; Johann Gottfried (1575–1641),1575,1641,m,Wien,Seisenegg im Mostviertel
17722,NULL,Linsmayr von Greiffenberg; Johann Rudolf (1608–1675),1608,1675,m,Seisenegg im Mostviertel,Steinbühl am Reichswald
17723,NULL,Dohna; Heinrich (1230–1273),1230,1273,m,,
17724,NULL,Dohna; Otto (1265–1330),1265,1330,m,,
17725,NULL,Dohna; Johann (1300–1347),1300,1347,m,,
17726,NULL,Dohna; Beda (1340–    ),1340,,m,,
17727,NULL,Dohna; Heinrich (1375–1430),1375,1430,m,,
17728,NULL,Keglevich; Franz (1610–    ),1610,,m,Bužim,
17729,S,Wacker von Wackenfels; Johann Matthias (1550–1619); Reichshofrat,1550,1619,m,Konstanz im Hegau,Wien
17730,NULL,Troilo; Johann Franz (1540–    ),1540,,m,Rovereid,
17731,NULL,Troilo; Niklas (1582–1640),1582,1640,m,Breslau,Breslau:Dom
17732,NULL,Troilo; Franz Gottfried (1583–1648); Hofdiener,1583,1648,m,Breslau,
17733,NULL,Berchtold; Johann Anton (1520–1593),1520,1593,m,,Wien
17734,NULL,Berchtold; Johann Baptist (1545–1588); Kammerdiener,1545,1588,m,,
17735,NULL,Berchtold; Matthias (1550–    ),1550,,m,,
17736,NULL,Berchtold; Maximilian (1570–    ); Hofkammerrat,1570,,m,Sachsengang,
17737,NULL,Berchtold; Johann Baptist (1575–1629); Kammerdiener,1575,1629,m,Sachsengang,Wien:Michaelerkirche
17738,NULL,Berchtold; Matthias Ernst (1632–1678),1632,1678,m,Ungarschitz in Mähren,Wien
17739,NULL,Berchtold; Jakob Philipp (1634–1679),1634,1679,m,Ungarschitz in Mähren,Merklin
17740,NULL,Dohna; Otto (1190–1239),1190,1239,m,,
17741,NULL,Dohna; Otto (1220–1287),1220,1287,m,,
17742,NULL,Dohna; Otto (1260–1321),1260,1321,m,,
17743,NULL,Dohna; Otto (1290–1336),1290,1336,m,,
17744,NULL,Dohna; Otto (1320–1385),1320,1385,m,,
17745,F,Dohna; Johann (1350–1403),1350,1403,m,,Ofen
17746,NULL,Dohna; Johann (1380–1423),1380,1423,m,,Meißen
17747,NULL,Dohna; Friedrich (1410–1457),1410,1457,m,,
17748,NULL,Dohna; Johann (1450–1516),1450,1516,m,,
17749,NULL,Dohna; Friedrich (1482–1547),1482,1547,m,,
17750,NULL,Neuhaus von Greifenfels; Siegmund (1450–    ),1450,,m,,
17751,NULL,Neuhaus von Greifenfels; Wolfgang (1502–1561),1502,1561,m,,
17752,NULL,Neuhaus von Greifenfels; Georg (1480–1542),1480,1542,m,,
17753,NULL,Neuhaus von Greifenfels; Johann (1505–1586),1505,1586,m,,
17754,NULL,Neuhaus von Greifenfels; Christoph (1530–1574),1530,1574,m,,
17755,NULL,Neuhaus von Greifenfels; Franz (1536–1596),1536,1596,m,,
17756,NULL,Neuhaus von Greifenfels; Wilhelm (1535–    ),1535,,m,,
17757,NULL,Neuhaus von Greifenfels; Andreas (1540–    ),1540,,m,,
17758,P,Neuhaus von Greifenfels; Georg Siegmund (1534–1600),1534,1600,m,,Gurnitz
17759,P,Neuhaus von Greifenfels; Katharina (1582–1626),1582,1626,w,,Klagenfurt am Wörthersee
17760,NULL,Kämmerer von Worms genannt Dalberg; Wolfgang Friedrich (1563–1621),1563,1621,m,Worms,
17761,NULL,Eitzing; Christina (1515–1582),1515,1582,w,Schrattenthal im Weinviertel,Spielberg an der Donau
17762,NULL,Scherffenberg; Margarita (1535–1552),1535,1552,w,,Zeillern
17763,NULL,Tschernembl; Barbara (1535–1588),1535,1588,w,,
17764,P,Rosenberg; Eva (1537–1591),1537,1591,w,Krumau in Böhmen,Mantova
17765,NULL,Zrínyi; Peter (1435–1493),1435,1493,m,Zrín in Slawonien,Udbina in der Lika
17766,NULL,Zrínyi; Helena (1485–    ),1485,,w,Zrín in Slawonien,
17767,NULL,Frangipane di Veglia; Dorothea (1455–1508),1455,1508,w,Tersat am Flaum,
17768,NULL,Torquato di Corbavia; Johann (1478–1531); Ban von Kroatien,1478,1531,m,Udbina in der Lika,Medvedgrad
17769,NULL,Torquato di Corbavia; Klara (1490–1541),1490,1541,w,Udbina in der Lika,Zeillern
17770,NULL,Kuzal von Lappitz; Andreas (1435–1506),1435,1506,m,Udbina in der Lika,Amstetten im Mostviertel
17771,NULL,Kuzal von Lappitz; Johann Baptist (1480–1536),1480,1536,m,Steyr,Zeillern
17772,NULL,Kuzal von Lappitz; Amalia (1519–1577),1519,1577,w,Seisenegg im Mostviertel,Totzenbach am Haspelwald
17773,NULL,Kuzal von Lappitz; Kornel (1523–1567),1523,1567,m,Seisenegg im Mostviertel,Zeillern
17774,NULL,Kuzal von Lappitz; Katharina (1520–1569),1520,1569,w,Seisenegg im Mostviertel,Albrechtsberg an der Großen Krems
17775,NULL,Kuzal von Lappitz; Susanna (1522–1564),1522,1564,w,Seisenegg im Mostviertel,
17776,NULL,Kuzal von Lappitz; Anna (1525–    ),1525,,w,Seisenegg im Mostviertel,
17777,NULL,Kuzal von Lappitz; Christina (1551–1600),1551,1600,w,Zeillern,
17778,NULL,Kuzal von Lappitz; Margarita (1560–1614),1560,1614,w,Zeillern,Wien
17779,NULL,Kuzal von Lappitz; Elisabeth (1485–    ),1485,,w,Steyr,
17780,NULL,Kuzal von Lappitz; Ulrich (1490–1550),1490,1550,m,Steyr,Seisenegg im Mostviertel
17781,NULL,Praschma von Bilkau; Niklas (1505–1555),1505,1555,m,Bilkau in Mähren,
17782,NULL,Praschma von Bilkau; Bernhard (1540–1600); Hofdiener,1540,1600,m,Bilkau in Mähren,
17783,NULL,Praschma von Bilkau; Benedikt (1545–1582),1545,1582,m,Bilkau in Mähren,
17784,NULL,Praschma von Bilkau; Schebor (1577–1623),1577,1623,m,Bilkau in Mähren,
17785,M,Volkra; Wolfgang (1480–1531); Obersthofmarschall,1480,1531,m,Dornach im Feistritztal,Budweis in Böhmen
17786,NULL,Volkra; Andreas (1520–1562),1520,1562,m,Steinabrunn,
17787,NULL,Volkra; Joachim (1515–1559),1515,1559,m,Steinabrunn,Leiben im Weitental
17788,NULL,Volkra; Christina (1547–1590),1547,1590,w,Steinabrunn,
17789,NULL,Volkra; Susanna (1551–1613),1551,1613,w,Steinabrunn,
17790,NULL,Dohna; Boris (1520–1571); Hofdiener,1520,1571,m,,
17791,NULL,Dohna; Magdalena (1560–1603),1560,1603,w,,Častolovice
17792,NULL,Troilo; Katharina (1575–    ),1575,,w,Breslau,
17793,NULL,Rogendorf; Klara (1537–1582),1537,1582,w,Pöggstall im Waldviertel,
17794,NULL,Rabenhaupt; Ernst (1570–1627),1570,1627,m,Lichtenburg im Eisengebirge,Ronow an der Daubrawa
17795,NULL,Rabenhaupt; Magdalena (1600–1644),1600,1644,w,Ronow an der Daubrawa,Častolovice
17796,NULL,Gienger; Bartlome (1522–    ); Oberstfalkenmeister,1522,,m,Langenau an der Donau,
17797,NULL,Gienger; Johann Georg (1561–1592); Truchsess,1561,1592,m,Linz an der Donau,
17798,NULL,Gienger; Johann Adam (1558–1623),1558,1623,m,Linz an der Donau,Wolfsegg am Hausruck
17799,S,Linsmayr von Greiffenberg; Katharina Regina (1633–1694),1633,1694,w,Seisenegg im Mostviertel,Nürnberg
17801,NULL,Haidenreich von Bidenegg; Erasam (1500–1579); Hofkammerrat,1500,1579,m,Bideneck in Tirol,
17802,NULL,Haidenreich von Bidenegg; Katharina (1535–1582),1535,1582,w,Bideneck in Tirol,
17803,NULL,Haidenreich von Bidenegg; Elias (1540–    ); Panetier,1540,,m,Bideneck in Tirol,
17804,NULL,Waletzky von Mirow; Georg (1530–    ); Hofdiener,1530,,m,Mißlitz in Mähren,
17805,NULL,Truchsess von Wetzhausen; Johann (1566–1635),1566,1635,m,Königsberg in Preußen,Königsberg in Preußen
17806,NULL,Truchsess von Wetzhausen; Johann Anselm (1605–1647); Kämmerer,1605,1647,m,Königsberg in Preußen,Venedig
17807,NULL,Truchsess von Wetzhausen; Wilhelm (1611–1647),1611,1647,m,Königsberg in Preußen,Krakau
17808,NULL,Waldstein; Christoph (1525–1576),1525,1576,m,,
17809,NULL,Waldstein; Johann Albrecht (1575–1618); Vorschneider,1575,1618,m,,
17810,NULL,Bünau; Rudolf (1468–1543),1468,1543,m,Weesenstein im Müglitztal,Tetschen
17811,NULL,Bünau; Gundaker (1520–1576); Hofdiener,1520,1576,m,Weesenstein im Müglitztal,Dresden
17812,P,Bünau; Gundaker (1557–1619),1557,1619,m,,Lauenstein im Müglitztal
17813,NULL,Bünau; Rudolf (1509–1549),1509,1549,m,Weesenstein im Müglitztal,Tetschen
17814,NULL,Bünau; Rudolf (1546–1627),1546,1627,m,Tetschen,Burkhardswalde im Müglitztal
17815,NULL,Bünau; Heinrich (1504–1570); Hofdiener,1504,1570,m,Weesenstein im Müglitztal,
17816,NULL,Bünau; Rudolf (1547–1622); Truchsess,1547,1622,m,Weesenstein im Müglitztal,Dresden
17817,P,Moscon; Johann Jakob (1621–1661),1621,1661,m,Gurgfeld an der Save,
17818,P,Moscon; Jobst Joseph (1600–1673),1600,1673,m,Gurgfeld an der Save,Rann an der Save
17819,P,Moscon; Johann Baptist (1650–1674),1650,1674,m,Graz,Rann an der Save
17820,NULL,Lindegg; Anna (1520–    ),1520,,w,Plankenstein an der Drann,
17821,NULL,Trauttmansdorff; Ulrich (1380–1448),1380,1448,m,Trautmannsdorf in der Steiermark,
17822,NULL,Trauttmansdorff; Andreas (1412–1466),1412,1466,m,Kirchberg am Walde,
17823,NULL,Trauttmansdorff; Wolfgang (1444–1499),1444,1499,m,Wolkenstein in der Steiermark,
17824,NULL,Trauttmansdorff; Sebastian (1470–1519),1470,1519,m,Trautmannsdorf in der Steiermark,
17825,NULL,Trauttmansdorff; Mechthard (1505–1563),1505,1563,m,Trautmannsdorf in der Steiermark,
17826,P,Trauttmansdorff; Christoph (1418–1480); Bischof von Seckau,1418,1480,m,Kirchberg am Walde,Seckau im Murtal
17827,NULL,Trauttmansdorff; Ferdinand (1406–1460),1406,1460,m,Kirchberg am Walde,Trautmannsdorf in der Steiermark
17828,NULL,Trauttmansdorff; Wilhelm (1435–1504),1435,1504,m,Kirchberg am Walde,
17829,NULL,Trauttmansdorff; Andreas (1470–1525),1470,1525,m,Kirchberg am Walde,Salzburg
17830,P,Moscon; Anna Elisabeth (1632–1694),1632,1694,w,Gurgfeld an der Save,
17831,NULL,Trauttmansdorff; Leopold (1450–1510),1450,1510,m,Kirchberg am Walde,
17832,NULL,Trauttmansdorff; Niklas (1490–1562),1490,1562,m,Kirchberg am Walde,Kastelalt im Suganertal
17833,NULL,Saurau; Zäzilia (1545–    ),1545,,w,Ligist,
17834,NULL,Trauttmansdorff; Magdalena (1610–    ),1610,,w,Totzenbach am Haspelwald,
17835,NULL,Trauttmansdorff; Adam Maximilian (1621–1670),1621,1670,m,Totzenbach am Haspelwald,Wien
17836,NULL,Trauttmansdorff; Ferdinand Ernst (1637–1692); Kämmerer,1637,1692,m,Graz,Graz
17837,NULL,Trauttmansdorff; Georg Siegmund (1638–1708); Kämmerer,1638,1708,m,Graz,Graz
17838,S,Trauttmansdorff; Siegmund Joachim (1641–1706); Kämmerer,1641,1706,m,Totzenbach am Haspelwald,Venedig
17839,NULL,Trauttmansdorff; Margarita (1460–1495),1460,1495,w,Kammern im Liesingtal,Gallspach im Hausruckviertel
17840,S,Kraft von Kraftheim; Johann (1519–1585); Hofarzt,1519,1585,m,Breslau,Breslau
17841,NULL,Kraft von Kraftheim; Johann Baptist (1555–1592); Truchsess,1555,1592,m,Breslau,Rückers in Schlesien
17842,S,Biese; Niklas (1516–1573); Hofarzt,1516,1573,m,Gent in Flandern,Wien
17843,NULL,Frangipane di Veglia; Georg (1500–1553),1500,1553,m,Sluin,Sluin:Franziskanerkirche
17844,P,Frangipane di Veglia; Franz (1536–1572); Ban von Kroatien,1536,1572,m,Sluin,Warasdin an der Drau
17845,NULL,Proskau; Georg (1525–1584); Kämmerer,1525,1584,m,Proskau,Prag
17846,NULL,Proskau; Valentin (1505–1557),1505,1557,m,Proskau,Glogau in Oberschlesien
17847,NULL,Proskau; Kaspar (1543–1603); Hofdiener,1543,1603,m,Proskau,
17848,NULL,Proskau; Johann (1529–1590); Landeshauptmann von Oppeln,1529,1590,m,Proskau,
17849,NULL,Proskau; Ulrich Desider (1570–1618); Oberstkämmerer,1570,1618,m,Proskau,
17850,S,Zasy von Rabenstein; Ulrich (1461–1535),1461,1535,m,Konstanz im Hegau,Freiburg im Breisgau:Münster
17851,NULL,Zasy von Rabenstein; Johann Ulrich (1521–1570); Reichsvizekanzler,1521,1570,m,Freiburg im Breisgau,Wien
17852,NULL,Lang von Wellenburg; Helena (1557–1585),1557,1585,w,Wien,
17853,NULL,Notthafft; Heinrich (1410–1471),1410,1471,m,Wernberg in der Oberpfalz,Straubing:Karmelitenkirche
17854,NULL,Notthafft; Heinrich (1445–    ),1445,,m,,
17855,NULL,Notthafft; Kaspar (1475–1520),1475,1520,m,,Straubing:Karmelitenkirche
17856,NULL,Notthafft; Albrecht (1422–1468),1422,1468,m,Wernberg in der Oberpfalz,Straubing:Karmelitenkirche
17857,NULL,Notthafft; Heinrich (1450–1508),1450,1508,m,,
17858,NULL,Notthafft; Heinrich (1480–1533),1480,1533,m,,Chammünster
17859,NULL,Notthafft; Albrecht (1513–1580),1513,1580,m,Randsberg,Chammünster
17860,NULL,Harrach; Bernhard (1380–1433),1380,1433,m,,Geras im Waldviertel
17861,NULL,Harrach; Johann (1420–1480),1420,1480,m,Goggitsch im Waldviertel,Trautmannsdorf im Waldviertel
17862,NULL,Harrach; Friedrich (1450–    ),1450,,m,Goggitsch im Waldviertel,
17863,NULL,Harrach; Johann (1480–    ),1480,,m,Goggitsch im Waldviertel,
17864,NULL,Khuepach von Haselburg; Christoph (1512–1576); Hofkammersekretär,1512,1576,m,Bozen,Ried im Sarntal
17865,NULL,Khuepach von Haselburg; Ferdinand (1549–1613),1549,1613,m,Ried im Sarntal,Zimmerlehen
17866,P,Strein von Schwarzenau; Ulrich (1538–    ); Hofdiener,1538,,m,Hartenstein in der Wachau,
17867,NULL,Plawen; Johann (1470–    ),1470,,m,Plawen,
17868,NULL,Plawen; Andreas (1500–1568); Hofarzt,1500,1568,m,Plawen,Innsbruck
17869,NULL,Plawen; Oswald (1510–    ); Hofkammerrat,1510,,m,Plawen,
17870,NULL,Landau; Johann (1450–1513); Hofkammerrat,1450,1513,m,,Blumberg in der Baar
17871,NULL,Landau; Johann (1535–    ); Hofdiener,1535,,m,Haus im Mühlviertel,
17872,NULL,Pálffy; Magdalena (1546–1623),1546,1623,w,,
17873,NULL,Khuen von Belasi; Johann Euseb (1574–1622); Geheimer Rat,1574,1622,m,Lichtenberg im Pinzgau,Swietlau in Mähren
17874,P,Khuen von Belasi; Franziska (1610–1672),1610,1672,w,,
17875,NULL,Proskau; Georg (1490–1557),1490,1557,m,Proskau,Esseg an der Drau
17876,NULL,Proskau; Johann (1510–1564),1510,1564,m,Proskau,
17877,NULL,Proskau; Valentin (1535–1558); Truchsess,1535,1558,m,Proskau,Neiße
17878,NULL,Pückler; Anna (1585–1616),1585,1616,w,Falkenberg in Oberschlesien,
17879,NULL,Pückler; Polyxena (1583–1617),1583,1617,w,Falkenberg in Oberschlesien,
17880,S,Saavedra; Jakob (1584–1648),1584,1648,m,Algezares,Madrid
17881,NULL,Rechenberg; Kaspar (1390–1448),1390,1448,m,Borau in Schlesien,Borau in Schlesien
17882,NULL,Rechenberg; Melchior (1427–1482),1427,1482,m,Borau in Schlesien,Görlitz an der Neiße:Franziskanerkirche
17883,NULL,Rechenberg; Melchior (1460–1497),1460,1497,m,Borau in Schlesien,
17884,NULL,Rechenberg; Klement (1470–1536),1470,1536,m,Borau in Schlesien,
17885,NULL,Rechenberg; Johann (1475–1537); Hofkriegsrat,1475,1537,m,Borau in Schlesien,Prag
17886,NULL,Rechenberg; Niklas (1425–1477),1425,1477,m,Borau in Schlesien,Klitschdorf am Queis
17887,NULL,Rechenberg; Balthasar (1506–1567),1506,1567,m,Schlawa am See,
17888,NULL,Rechenberg; Melchior (1549–1625); Landeshauptmann von Glatz,1549,1625,m,Schlawa am See,
17889,NULL,Rechenberg; Johann (1588–1646); Kämmerer,1588,1646,m,Schlawa am See,
17890,NULL,Rechenberg; Kaspar (1465–1531),1465,1531,m,Klitschdorf am Queis,
17891,NULL,Rechenberg; Georg (1500–1557),1500,1557,m,Klitschdorf am Queis,
17892,NULL,Rechenberg; Kaspar (1545–1588),1545,1588,m,Klitschdorf am Queis,Klitschdorf am Queis
17893,NULL,Rechenberg; Kaspar (1573–1612); Landeshauptmann von Schweidnitz und Jauer,1573,1612,m,Klitschdorf am Queis,Klitschdorf am Queis
17894,NULL,Rechenberg; Georg (1490–1559),1490,1559,m,Borau in Schlesien,
17895,NULL,Rechenberg; Georg (1520–1552),1520,1552,m,Wartenberg an der Ochel,Wartenberg an der Ochel
17896,NULL,Rechenberg; Johann (1550–1598); Hofdiener,1550,1598,m,Wartenberg an der Ochel,
17897,NULL,Rechenberg; Melchior (1525–1562),1525,1562,m,Wartenberg an der Ochel,
17898,NULL,Rechenberg; Johann Georg (1581–1610),1581,1610,m,Wartenberg an der Ochel,
17899,NULL,Khuepach; Christoph Jakob (1575–1624); Hofdiener,1575,1624,m,,
17901,P,Zelking; Christoph (1435–1491),1435,1491,m,,Kefermarkt im Mühlviertel:Pfarrkirche
17902,P,Zelking; Johann (1467–1525); Truchsess,1467,1525,m,,Ulrichskirchen:Pfarrkirche
17903,F,Zelking; Veit (1480–1559),1480,1559,m,,Kefermarkt im Mühlviertel:Pfarrkirche
17904,P,Zelking; Wilhelm (1482–1541); Obersthofmeister,1482,1541,m,,Sierndorf in der Stockerau
17905,NULL,Zelking; Wolfgang (1485–1518),1485,1518,m,,Sierndorf in der Stockerau
17906,NULL,Zelking; Heinrich (1525–1580),1525,1580,m,,Kefermarkt im Mühlviertel:Pfarrkirche
17907,NULL,Zelking; Georg Wilhelm (1518–1565),1518,1565,m,,
17908,NULL,Zelking; Wolfgang Wilhelm (1529–1573),1529,1573,m,,
17909,NULL,Zelking; Christoph (1500–1554),1500,1554,m,,Ulrichskirchen
17910,NULL,Zelking; Johann Christoph (1543–1580); Reichshofrat,1543,1580,m,Ulrichskirchen,Kefermarkt im Mühlviertel:Pfarrkirche
17911,NULL,Kirchberger von Kirchberg; Johann (1500–    ),1500,,m,,
17912,NULL,Kirchberger von Kirchberg; Wilhelm (1530–1573),1530,1573,m,Seisenburg im Traunviertel,Kirchberg an der Pielach
17913,NULL,Kirchberger von Kirchberg; Otto Joseph (1580–1639); Kämmerer,1580,1639,m,,Wien
17914,NULL,Kirchberger von Kirchberg; Karl (1590–    ),1590,,m,,
17915,NULL,Kirchberger von Kirchberg; Christoph Siegmund (1610–1678); Kämmerer,1610,1678,m,,
17916,NULL,Kirchberger von Kirchberg; Otto Ludwig (1615–1647),1615,1647,m,,Lorch an der Enns:Kirche Maria Anger
17917,NULL,Waldstein; Magdalena (1575–    ),1575,,w,,
17918,F,Wildenfels; Friedrich (1550–1602),1550,1602,m,Wildenfels im Erzgebirge,Prag
17919,M,Wildenfels; Johanna (1579–1631),1579,1631,w,Wildenfels im Erzgebirge,
17920,NULL,Könneritz; Heinrich (1483–1551); Münzmeister in Joachimsthal,1483,1551,m,Könderitz in der Elsteraue,Lobstädt
17921,NULL,Könneritz; Andreas (1510–1553),1510,1553,m,Lobstädt,Freiburg im Breisgau
17922,NULL,Könneritz; Christoph (1512–1557); Hofkammerrat,1512,1557,m,Lobstädt,Bistritz an der Gran
17923,NULL,Könneritz; Johann Heinrich (1550–1603); Hofkammerrat,1550,1603,m,Hagenberg im Weinviertel,
17924,NULL,Könneritz; Wolfgang Jakob (1560–1610),1560,1610,m,Hagenberg im Weinviertel,
17925,NULL,Könneritz; Heinrich Balthasar (1590–    ); Kämmerer,1590,,m,Hagenberg im Weinviertel,
17926,NULL,Könneritz; Christoph Florian (1590–    ),1590,,m,Hagenberg im Weinviertel,
17927,NULL,Könneritz; Heinrich Christoph (1630–    ); Kämmerer,1630,,m,Hagenberg im Weinviertel,
17928,NULL,Könneritz; Erasam (1515–1563),1515,1563,m,Lobstädt,Leipzig
17929,NULL,Könneritz; Niklas (1518–1551); Truchsess,1518,1551,m,Lobstädt,Ferrara
17930,S,Vaudémont; Karl (1680–1715); Erzbischof von Trier,1680,1715,m,Wien,Wien
17931,NULL,Paur; Jakob (1575–    ); Hofdiener,1575,,m,,
17932,NULL,Trauttmansdorff; Maximiliana Christina (1660–1729),1660,1729,w,,
17933,S,Kerecsényi von Kanyaföld; Lassel (1510–1566),1510,1566,m,,Weißenburg in Serbien
17934,NULL,Kerecsényi von Kanyaföld; Christoph (1540–1575); Truchsess,1540,1575,m,,
17935,NULL,Aitzema; Schelte (1540–1609),1540,1609,m,,Aalsum in Friesland
17936,NULL,Aitzema; Meinhard (1567–1640),1567,1640,m,Leer in Ostfriesland,Aalsum in Friesland
17937,NULL,Aitzema; Julius (1575–    ),1575,,m,Leer in Ostfriesland,
17938,NULL,Aitzema; Foppe (1580–1637),1580,1637,m,Midlum in Friesland,Wien:Dominikanerkirche
17939,NULL,Aitzema; Friedrich Ludwig (1615–    ),1615,,m,Aalsum in Friesland,
17940,S,Aitzema; Leonhard (1600–1669),1600,1669,m,Aalsum in Friesland,Haag in Holland
17941,NULL,Hoditz; Georg (1560–1612); Kämmerer,1560,1612,m,Wolframitz in Mähren,
17942,F,Speth von Zwiefalten; Eberhard (1500–1538),1500,1538,m,Höpfigheim an der Murr,Höpfigheim an der Murr:Georgskirche
17943,NULL,Speth von Zwiefalten; Johann Ludwig (1535–1583); Mundschenk,1535,1583,m,,Höpfigheim an der Murr:Georgskirche
17944,NULL,Schober von Tachenstein; Katharina (1510–1546),1510,1546,w,Ingolstadt,Ingolstadt
17945,NULL,Leyen von Argenschwang; Wolfgang Friedrich (1615–1681),1615,1681,m,Argenschwang,Ehrenbreitstein
17946,NULL,Leyen von Argenschwang; Johann Eberhard (1660–1717); Kämmerer,1660,1717,m,Argenschwang,
17947,NULL,Leyen von Gondorf; Hugo Ernst (1617–1665),1617,1665,m,Leyen an der Mosel,Köln am Rhein
17948,S,Leyen von Gondorf; Karl Kaspar (1655–1739); Geheimer Rat,1655,1739,m,Adendorf,Koblenz am Rhein
17949,NULL,Riederer von Paar; Elisabeth (1580–    ),1580,,w,,
17950,NULL,Bánffy von Alsólendva; Stephan (1400–1448),1400,1448,m,Limbach an der Mur,Pristina im Amselfeld
17951,NULL,Bánffy von Alsólendva; Jakob (1440–    ),1440,,m,Limbach an der Mur,
17952,NULL,Bánffy von Alsólendva; Franz (1470–    ),1470,,m,Limbach an der Mur,
17953,NULL,Bánffy von Alsólendva; Lassel (1510–1583),1510,1583,m,Limbach an der Mur,
